,Predicción,Province,Sector
2035-12-31,63.47209538894296,Saskatchewan,Industrial
2036-12-31,63.93984166408778,Saskatchewan,Industrial
2037-12-31,64.38409435608983,Saskatchewan,Industrial
2038-12-31,64.79857995501162,Saskatchewan,Industrial
2039-12-31,65.17928798722626,Saskatchewan,Industrial
2040-12-31,65.53281392041445,Saskatchewan,Industrial
2041-12-31,65.86372348865868,Saskatchewan,Industrial
2042-12-31,66.17205868644714,Saskatchewan,Industrial
2043-12-31,66.45874572554827,Saskatchewan,Industrial
2044-12-31,66.72528940845729,Saskatchewan,Industrial
2045-12-31,66.9734208413005,Saskatchewan,Industrial
2046-12-31,67.20444651926756,Saskatchewan,Industrial
2047-12-31,67.4194186375916,Saskatchewan,Industrial
2048-12-31,67.61942671993971,Saskatchewan,Industrial
2049-12-31,67.80551829549076,Saskatchewan,Industrial
2050-12-31,67.97868256774545,Saskatchewan,Industrial
2051-12-31,68.13978975582124,Saskatchewan,Industrial
2024-12-31,16.054416237831116,Saskatchewan,Residential
2025-12-31,15.969329632377626,Saskatchewan,Residential
2026-12-31,15.90357599039078,Saskatchewan,Residential
2027-12-31,15.858675161457063,Saskatchewan,Residential
2028-12-31,16.15408386478424,Saskatchewan,Residential
2029-12-31,16.39601349925995,Saskatchewan,Residential
2030-12-31,16.517037339782718,Saskatchewan,Residential
2031-12-31,16.643877243995668,Saskatchewan,Residential
2032-12-31,16.774341404914857,Saskatchewan,Residential
2033-12-31,16.906231772708896,Saskatchewan,Residential
2034-12-31,17.024146675205234,Saskatchewan,Residential
2035-12-31,17.130977118301395,Saskatchewan,Residential
2036-12-31,17.232251427173615,Saskatchewan,Residential
2037-12-31,17.327601273822786,Saskatchewan,Residential
2038-12-31,17.41684618320465,Saskatchewan,Residential
2039-12-31,17.499943022918703,Saskatchewan,Residential
2040-12-31,17.577542751693727,Saskatchewan,Residential
2041-12-31,17.650168633651734,Saskatchewan,Residential
2042-12-31,17.718068680095673,Saskatchewan,Residential
2043-12-31,17.78150282049179,Saskatchewan,Residential
2044-12-31,17.840777521896364,Saskatchewan,Residential
2045-12-31,17.89616292934418,Saskatchewan,Residential
2046-12-31,17.947929187870027,Saskatchewan,Residential
2047-12-31,17.996299904918672,Saskatchewan,Residential
2048-12-31,18.041487337303163,Saskatchewan,Residential
2049-12-31,18.083706011962892,Saskatchewan,Residential
2050-12-31,18.123157970142366,Saskatchewan,Residential
2051-12-31,18.160011768722537,Saskatchewan,Residential
2024-12-31,0.9901665097236634,Yukon,Commercial
2025-12-31,0.9857564073562622,Yukon,Commercial
2026-12-31,0.9836840375423431,Yukon,Commercial
2027-12-31,0.9829118159770965,Yukon,Commercial
2028-12-31,1.0021528905391692,Yukon,Commercial
2029-12-31,1.0164481855392455,Yukon,Commercial
2030-12-31,1.0234425912857055,Yukon,Commercial
2031-12-31,1.0314009514808655,Yukon,Commercial
2032-12-31,1.039972186422348,Yukon,Commercial
2033-12-31,1.04894552526474,Yukon,Commercial
2034-12-31,1.05684929356575,Yukon,Commercial
2035-12-31,1.0640772295951844,Yukon,Commercial
2036-12-31,1.071146187877655,Yukon,Commercial
2037-12-31,1.0779524899482726,Yukon,Commercial
2038-12-31,1.0844331167697907,Yukon,Commercial
2039-12-31,1.090547501182556,Yukon,Commercial
2040-12-31,1.096362291431427,Yukon,Commercial
2041-12-31,1.101911595916748,Yukon,Commercial
2042-12-31,1.1071932617187499,Yukon,Commercial
2043-12-31,1.1122137475967406,Yukon,Commercial
2044-12-31,1.1169860940933227,Yukon,Commercial
2045-12-31,1.1215253101348877,Yukon,Commercial
2046-12-31,1.1258432675361634,Yukon,Commercial
2047-12-31,1.1299488855361939,Yukon,Commercial
2048-12-31,1.133851452445984,Yukon,Commercial
2049-12-31,1.137562040424347,Yukon,Commercial
2050-12-31,1.141088769054413,Yukon,Commercial
2051-12-31,1.1444421568870544,Yukon,Commercial
2024-12-31,0.5336675174951554,Yukon,Industrial
2025-12-31,0.6189720739603044,Yukon,Industrial
2026-12-31,0.6815755653321744,Yukon,Industrial
2027-12-31,0.7106276267290117,Yukon,Industrial
2028-12-31,0.7413362836480142,Yukon,Industrial
2029-12-31,0.750922002542019,Yukon,Industrial
2030-12-31,0.7480746737599374,Yukon,Industrial
2031-12-31,0.7361224122762682,Yukon,Industrial
2032-12-31,0.7177927626967431,Yukon,Industrial
2033-12-31,0.6937580480754376,Yukon,Industrial
2034-12-31,0.6676601393818856,Yukon,Industrial
2035-12-31,0.641085843127966,Yukon,Industrial
2036-12-31,0.6155622701048852,Yukon,Industrial
2037-12-31,0.592331758952141,Yukon,Industrial
2038-12-31,0.5723407224833966,Yukon,Industrial
2039-12-31,0.5560171633064748,Yukon,Industrial
2040-12-31,0.5435797169983388,Yukon,Industrial
2041-12-31,0.5349727722823621,Yukon,Industrial
2042-12-31,0.5299285624325276,Yukon,Industrial
2043-12-31,0.5280285890281201,Yukon,Industrial
2044-12-31,0.5287677948534489,Yukon,Industrial
2045-12-31,0.5315881427407265,Yukon,Industrial
2046-12-31,0.5359242121040823,Yukon,Industrial
2047-12-31,0.5412378774404527,Yukon,Industrial
2048-12-31,0.547041715335846,Yukon,Industrial
2049-12-31,0.5529153029680253,Yukon,Industrial
2050-12-31,0.558517078703642,Yukon,Industrial
2051-12-31,0.563586894875765,Yukon,Industrial
2024-12-31,0.8801635990142821,Yukon,Residential
2025-12-31,0.8660662194252012,Yukon,Residential
2026-12-31,0.8523851278305052,Yukon,Residential
2027-12-31,0.8388645888328551,Yukon,Residential
2028-12-31,0.8447812050342558,Yukon,Residential
2029-12-31,0.8464023212909697,Yukon,Residential
2030-12-31,0.8424196527481077,Yukon,Residential
2031-12-31,0.8396513512611388,Yukon,Residential
2032-12-31,0.8379654122352599,Yukon,Residential
2033-12-31,0.8372856962680815,Yukon,Residential
2034-12-31,0.8360303021430968,Yukon,Residential
2035-12-31,0.8345948675632475,Yukon,Residential
2036-12-31,0.8334444343566892,Yukon,Residential
2037-12-31,0.8324712722778319,Yukon,Residential
2038-12-31,0.8315881304264067,Yukon,Residential
2039-12-31,0.8307192796707151,Yukon,Residential
2040-12-31,0.8299172004699705,Yukon,Residential
2041-12-31,0.8291994660854338,Yukon,Residential
2042-12-31,0.8285437851428984,Yukon,Residential
2043-12-31,0.8279385674953459,Yukon,Residential
2044-12-31,0.8273795053005217,Yukon,Residential
2045-12-31,0.8268670430183409,Yukon,Residential
2046-12-31,0.826398445510864,Yukon,Residential
2047-12-31,0.8259677980422973,Yukon,Residential
2048-12-31,0.8255724338531493,Yukon,Residential
2049-12-31,0.8252091049671172,Yukon,Residential
2050-12-31,0.8248755548954009,Yukon,Residential
2051-12-31,0.8245698006629942,Yukon,Residential
